t,player_x,obs1_x,obs1_y,obs2_x,obs2_y,obs3_x,obs3_y
105.497,0.1716,0.5972,0.9001,0.4389,0.7650,0.4491,0.6188
105.543,0.1716,0.5972,0.9306,0.4389,0.7956,0.4491,0.6494
105.590,0.1716,0.5972,0.9621,0.4389,0.8271,0.4491,0.6810
105.651,0.2022,0.5972,1.0031,0.4389,0.8682,0.4491,0.7222
105.698,0.2022,0.4389,0.8995,0.4491,0.7535,0.1402,0.6170
105.745,0.2022,0.4389,0.9312,0.4491,0.7852,0.1402,0.6487
105.791,0.2022,0.4389,0.9622,0.4491,0.8163,0.1402,0.6798
105.838,0.2022,0.4389,0.9936,0.4491,0.8478,0.1402,0.7113
105.900,0.2176,0.4491,0.8895,0.1402,0.7531,0.7912,0.6077
105.947,0.2411,0.4491,0.9211,0.1402,0.7848,0.7912,0.6394
105.994,0.2411,0.4491,0.9529,0.1402,0.8166,0.7912,0.6712
106.052,0.2548,0.4491,0.9917,0.1402,0.8555,0.7912,0.7102
106.087,0.2726,0.4491,1.0157,0.1402,0.8795,0.7912,0.7343
106.148,0.2726,0.1402,0.9205,0.7912,0.7753,0.8065,0.6408
106.196,0.2726,0.1402,0.9526,0.7912,0.8074,0.8065,0.6729
106.242,0.2726,0.1402,0.9838,0.7912,0.8387,0.8065,0.7043
106.289,0.2726,0.1402,1.0156,0.7912,0.8706,0.8065,0.7362
106.352,0.2726,0.7912,0.9131,0.8065,0.7788,0.5898,0.6339
106.413,0.2726,0.7912,0.9541,0.8065,0.8199,0.5898,0.6751
106.460,0.2726,0.7912,0.9861,0.8065,0.8519,0.5898,0.7072
106.508,0.2726,0.7912,1.0183,0.8065,0.8841,0.5898,0.7395
106.556,0.2726,0.8065,0.9163,0.5898,0.7717,0.5464,0.6362
106.602,0.2726,0.8065,0.9477,0.5898,0.8032,0.5464,0.6677
106.649,0.2726,0.8065,0.9797,0.5898,0.8352,0.5464,0.6998
106.712,0.2726,0.5898,0.8776,0.5464,0.7422,0.7429,0.5959
106.758,0.2496,0.5898,0.9088,0.5464,0.7735,0.7429,0.6271
106.806,0.2258,0.5898,0.9410,0.5464,0.8057,0.7429,0.6594
106.840,0.2176,0.5898,0.9639,0.5464,0.8287,0.7429,0.6825
106.884,0.2176,0.5898,0.9942,0.5464,0.8590,0.7429,0.7128
106.931,0.2176,0.5464,0.8908,0.7429,0.7447,0.4031,0.5982
106.978,0.2176,0.5464,0.9225,0.7429,0.7764,0.4031,0.6300
107.042,0.2176,0.5464,0.9660,0.7429,0.8200,0.4031,0.6736
107.105,0.2176,0.5464,1.0087,0.7429,0.8628,0.4031,0.7165
107.154,0.2095,0.7429,0.8959,0.4031,0.7497,0.0339,0.6025
107.201,0.1858,0.7429,0.9282,0.4031,0.7820,0.0339,0.6349
107.250,0.1697,0.7429,0.9611,0.4031,0.8150,0.0339,0.6679
107.295,0.1697,0.7429,0.9920,0.4031,0.8459,0.0339,0.6988
107.342,0.1697,0.4031,0.8775,0.0339,0.7305,0.7287,0.5938
107.388,0.1697,0.4031,0.9089,0.0339,0.7619,0.7287,0.6253
107.434,0.1697,0.4031,0.9402,0.0339,0.7933,0.7287,0.6567
107.481,0.1697,0.4031,0.9724,0.0339,0.8255,0.7287,0.6890
107.532,0.1796,0.4031,1.0067,0.0339,0.8599,0.7287,0.7234
107.574,0.2008,0.0339,0.8888,0.7287,0.7524,0.1372,0.6132
107.620,0.2159,0.0339,0.9204,0.7287,0.7840,0.1372,0.6448
107.668,0.2159,0.0339,0.9528,0.7287,0.8164,0.1372,0.6773
107.715,0.2159,0.0339,0.9851,0.7287,0.8488,0.1372,0.7097
107.762,0.2159,0.0339,1.0168,0.7287,0.8806,0.1372,0.7416
107.824,0.2159,0.7287,0.9229,0.1372,0.7839,0.9321,0.6355
107.860,0.2257,0.7287,0.9473,0.1372,0.8084,0.9321,0.6600
107.901,0.2465,0.7287,0.9757,0.1372,0.8369,0.9321,0.6885
107.963,0.2617,0.7287,1.0176,0.1372,0.8788,0.9321,0.7305
108.025,0.2617,0.1372,0.9215,0.9321,0.7733,0.9185,0.6331
108.074,0.2617,0.1372,0.9548,0.9321,0.8066,0.9185,0.6665
108.136,0.2617,0.1372,0.9972,0.9321,0.8491,0.9185,0.7091
108.182,0.2617,0.9321,0.8809,0.9185,0.7409,0.6326,0.5904
108.230,0.2856,0.9321,0.9137,0.9185,0.7737,0.6326,0.6233
108.277,0.3091,0.9321,0.9458,0.9185,0.8059,0.6326,0.6555
108.324,0.3242,0.9321,0.9776,0.9185,0.8378,0.6326,0.6875
108.384,0.3242,0.9185,0.8794,0.6326,0.7291,0.1286,0.5812
108.432,0.3242,0.9185,0.9118,0.6326,0.7616,0.1286,0.6138
108.478,0.3242,0.9185,0.9437,0.6326,0.7936,0.1286,0.6458
108.540,0.3242,0.9185,0.9860,0.6326,0.8359,0.1286,0.6882
108.587,0.3242,0.9185,1.0182,0.6326,0.8681,0.1286,0.7205
108.634,0.3242,0.6326,0.9008,0.1286,0.7532,0.0428,0.6142
108.681,0.3242,0.6326,0.9329,0.1286,0.7854,0.0428,0.6465
108.728,0.3242,0.6326,0.9649,0.1286,0.8173,0.0428,0.6785
108.788,0.3242,0.6326,1.0065,0.1286,0.8591,0.0428,0.7203
108.851,0.3242,0.1286,0.9020,0.0428,0.7633,0.2429,0.6152
108.898,0.3480,0.1286,0.9346,0.0428,0.7960,0.2429,0.6480
108.944,0.3711,0.1286,0.9664,0.0428,0.8278,0.2429,0.6799
108.991,0.3711,0.1286,0.9987,0.0428,0.8602,0.2429,0.7123
109.046,0.3830,0.0428,0.8976,0.2429,0.7497,0.3379,0.5986
109.100,0.4101,0.0428,0.9349,0.2429,0.7871,0.3379,0.6360
109.147,0.4336,0.0428,0.9673,0.2429,0.8196,0.3379,0.6686
109.194,0.4418,0.0428,0.9995,0.2429,0.8518,0.3379,0.7009
109.255,0.4418,0.2429,0.8944,0.3379,0.7435,0.8206,0.6051
109.298,0.4499,0.2429,0.9236,0.3379,0.7728,0.8206,0.6345
109.334,0.4499,0.2429,0.9485,0.3379,0.7977,0.8206,0.6594
109.381,0.4579,0.2429,0.9808,0.3379,0.8301,0.8206,0.6919
109.442,0.4883,0.3379,0.8721,0.8206,0.7339,0.9509,0.5849
109.489,0.4883,0.3379,0.9045,0.8206,0.7664,0.9509,0.6174
109.535,0.4883,0.3379,0.9370,0.8206,0.7989,0.9509,0.6499
109.582,0.4883,0.3379,0.9691,0.8206,0.8310,0.9509,0.6821
109.644,0.4883,0.3379,1.0120,0.8206,0.8740,0.9509,0.7251
109.708,0.4883,0.8206,0.9180,0.9509,0.7692,0.8805,0.6404
109.755,0.4883,0.8206,0.9505,0.9509,0.8018,0.8805,0.6730
109.802,0.4883,0.8206,0.9830,0.9509,0.8343,0.8805,0.7056
109.863,0.4883,0.9509,0.8768,0.8805,0.7482,0.3143,0.6049
109.909,0.4883,0.9509,0.9087,0.8805,0.7802,0.3143,0.6369
109.956,0.4883,0.9509,0.9410,0.8805,0.8125,0.3143,0.6692
110.017,0.4883,0.9509,0.9833,0.8805,0.8548,0.3143,0.7117
110.063,0.4883,0.9509,1.0157,0.8805,0.8872,0.3143,0.7441
110.126,0.4883,0.8805,0.9306,0.3143,0.7876,0.6247,0.6511
110.187,0.4883,0.8805,0.9731,0.3143,0.8301,0.6247,0.6937
110.234,0.4883,0.8805,1.0055,0.3143,0.8625,0.6247,0.7262
110.281,0.4883,0.3143,0.8955,0.6247,0.7592,0.4924,0.6088
110.328,0.4883,0.3143,0.9278,0.6247,0.7916,0.4924,0.6412
110.389,0.4883,0.3143,0.9706,0.6247,0.8344,0.4924,0.6841
110.436,0.4651,0.3143,1.0029,0.6247,0.8668,0.4924,0.7165
110.499,0.4335,0.6247,0.9107,0.4924,0.7605,0.5349,0.6213
110.545,0.4106,0.6247,0.9426,0.4924,0.7925,0.5349,0.6533
110.608,0.3790,0.6247,0.9866,0.4924,0.8366,0.5349,0.6974
110.655,0.3634,0.4924,0.8697,0.5349,0.7306,0.8268,0.5782
110.701,0.3634,0.4924,0.9017,0.5349,0.7627,0.8268,0.6104
110.748,0.3634,0.4924,0.9343,0.5349,0.7953,0.8268,0.6431
110.795,0.3634,0.4924,0.9671,0.5349,0.8281,0.8268,0.6759
110.842,0.3634,0.4924,0.9997,0.5349,0.8608,0.8268,0.7086
110.889,0.3634,0.5349,0.8936,0.8268,0.7415,0.5073,0.5920
110.951,0.3634,0.5349,0.9371,0.8268,0.7850,0.5073,0.6357
111.013,0.3634,0.5349,0.9803,0.8268,0.8284,0.5073,0.6791
111.075,0.3634,0.8268,0.8717,0.5073,0.7225,0.1193,0.5713
111.122,0.3634,0.8268,0.9044,0.5073,0.7552,0.1193,0.6041
111.185,0.3634,0.8268,0.9484,0.5073,0.7993,0.1193,0.6482
111.232,0.3634,0.8268,0.9814,0.5073,0.8324,0.1193,0.6814
111.278,0.3634,0.8268,1.0137,0.5073,0.8646,0.1193,0.7137
111.340,0.3634,0.5073,0.9080,0.1193,0.7571,0.7202,0.6165
111.388,0.3634,0.5073,0.9415,0.1193,0.7906,0.7202,0.6500
111.435,0.3634,0.5073,0.9744,0.1193,0.8236,0.7202,0.6831
111.498,0.3634,0.5073,1.0184,0.1193,0.8677,0.7202,0.7272
111.536,0.3745,0.1193,0.8946,0.7202,0.7542,0.3023,0.6008
111.592,0.4023,0.1193,0.9336,0.7202,0.7932,0.3023,0.6399
111.639,0.4258,0.1193,0.9665,0.7202,0.8262,0.3023,0.6730
111.685,0.4258,0.1193,0.9991,0.7202,0.8588,0.3023,0.7056
111.732,0.4258,0.7202,0.8916,0.3023,0.7384,0.7425,0.5966
111.793,0.4563,0.7202,0.9344,0.3023,0.7813,0.7425,0.6395
111.828,0.4644,0.7202,0.9589,0.3023,0.8058,0.7425,0.6641
111.887,0.4644,0.7202,1.0003,0.3023,0.8473,0.7425,0.7056
111.933,0.4644,0.3023,0.8803,0.7425,0.7387,0.8031,0.5867
111.980,0.4644,0.3023,0.9131,0.7425,0.7715,0.8031,0.6196
112.027,0.4644,0.3023,0.9462,0.7425,0.8047,0.8031,0.6529
112.073,0.4644,0.3023,0.9785,0.7425,0.8370,0.8031,0.6852
112.135,0.4644,0.7425,0.8804,0.8031,0.7287,0.1619,0.5865
112.198,0.4644,0.7425,0.9248,0.8031,0.7732,0.1619,0.6310
112.245,0.4644,0.7425,0.9583,0.8031,0.8067,0.1619,0.6646
112.308,0.4644,0.7425,1.0024,0.8031,0.8509,0.1619,0.7088
112.369,0.4644,0.8031,0.8941,0.1619,0.7521,0.9286,0.5978
112.416,0.4644,0.8031,0.9270,0.1619,0.7850,0.9286,0.6308
112.476,0.4948,0.8031,0.9698,0.1619,0.8279,0.9286,0.6737
112.524,0.4948,0.8031,1.0030,0.1619,0.8612,0.9286,0.7071
112.571,0.4948,0.1619,0.8944,0.9286,0.7404,0.2093,0.5971
112.631,0.4948,0.1619,0.9372,0.9286,0.7832,0.2093,0.6400
112.678,0.4948,0.1619,0.9704,0.9286,0.8165,0.2093,0.6733
112.724,0.4948,0.1619,1.0030,0.9286,0.8491,0.2093,0.7060
112.771,0.4794,0.9286,0.8822,0.2093,0.7392,0.8311,0.5873
112.819,0.4556,0.9286,0.9159,0.2093,0.7730,0.8311,0.6211
112.870,0.4406,0.9286,0.9521,0.2093,0.8092,0.8311,0.6574
112.925,0.4406,0.9286,0.9910,0.2093,0.8482,0.8311,0.6964
112.972,0.4325,0.2093,0.8819,0.8311,0.7302,0.6291,0.5989
113.019,0.4094,0.2093,0.9145,0.8311,0.7629,0.6291,0.6317
113.064,0.3865,0.2093,0.9470,0.8311,0.7954,0.6291,0.6642
113.126,0.3865,0.2093,0.9905,0.8311,0.8390,0.6291,0.7078
113.173,0.3865,0.8311,0.8725,0.6291,0.7414,0.2213,0.5969
113.219,0.3865,0.8311,0.9055,0.6291,0.7745,0.2213,0.6300
113.267,0.4103,0.8311,0.9392,0.6291,0.8082,0.2213,0.6638
113.314,0.4339,0.8311,0.9728,0.6291,0.8418,0.2213,0.6975
113.360,0.4339,0.8311,1.0051,0.6291,0.8742,0.2213,0.7299
113.422,0.4339,0.6291,0.9184,0.2213,0.7741,0.7379,0.6216
113.484,0.4339,0.6291,0.9628,0.2213,0.8186,0.7379,0.6662
113.531,0.4339,0.6291,0.9961,0.2213,0.8520,0.7379,0.6996
113.577,0.4339,0.2213,0.8845,0.7379,0.7322,0.3454,0.5785
113.624,0.4339,0.2213,0.9179,0.7379,0.7656,0.3454,0.6119
113.670,0.4567,0.2213,0.9503,0.7379,0.7981,0.3454,0.6445
113.717,0.4726,0.2213,0.9844,0.7379,0.8322,0.3454,0.6787
113.779,0.4726,0.7379,0.8762,0.3454,0.7227,0.0630,0.5695
113.828,0.4726,0.7379,0.9110,0.3454,0.7576,0.0630,0.6044
113.875,0.4726,0.7379,0.9444,0.3454,0.7910,0.0630,0.6379
113.936,0.4868,0.7379,0.9877,0.3454,0.8344,0.0630,0.6814
113.970,0.5039,0.7379,1.0121,0.3454,0.8588,0.0630,0.7058
114.017,0.5273,0.3454,0.8923,0.0630,0.7393,0.2974,0.6074
114.063,0.5354,0.3454,0.9253,0.0630,0.7724,0.2974,0.6406
114.110,0.5354,0.3454,0.9587,0.0630,0.8059,0.2974,0.6741
114.156,0.5354,0.3454,0.9916,0.0630,0.8387,0.2974,0.7070
114.218,0.5354,0.0630,0.8835,0.2974,0.7518,0.9324,0.5967
114.281,0.5354,0.0630,0.9280,0.2974,0.7964,0.9324,0.6414
114.342,0.5354,0.0630,0.9717,0.2974,0.8401,0.9324,0.6852
114.389,0.5354,0.0630,1.0052,0.2974,0.8737,0.9324,0.7188
114.435,0.5354,0.2974,0.9071,0.9324,0.7523,0.7107,0.5975
114.496,0.5354,0.2974,0.9508,0.9324,0.7961,0.7107,0.6413
114.543,0.5354,0.2974,0.9841,0.9324,0.8294,0.7107,0.6747
114.589,0.5354,0.2974,1.0170,0.9324,0.8624,0.7107,0.7078
114.651,0.5354,0.9324,0.9069,0.7107,0.7523,0.6265,0.5963
114.697,0.5122,0.9324,0.9401,0.7107,0.7856,0.6265,0.6297
114.758,0.4819,0.9324,0.9836,0.7107,0.8291,0.6265,0.6733
114.805,0.4585,0.9324,1.0171,0.7107,0.8627,0.6265,0.7069
114.851,0.4352,0.7107,0.8962,0.6265,0.7405,0.1171,0.6043
114.898,0.4117,0.7107,0.9299,0.6265,0.7742,0.1171,0.6381
114.944,0.4117,0.7107,0.9625,0.6265,0.8069,0.1171,0.6708
114.990,0.4117,0.7107,0.9959,0.6265,0.8403,0.1171,0.7043
115.037,0.4117,0.6265,0.8739,0.1171,0.7379,0.4999,0.5932
115.083,0.4117,0.6265,0.9072,0.1171,0.7713,0.4999,0.6266
115.144,0.4117,0.6265,0.9513,0.1171,0.8154,0.4999,0.6709
115.192,0.4117,0.6265,0.9853,0.1171,0.8495,0.4999,0.7049
115.239,0.4117,0.1171,0.8834,0.4999,0.7389,0.9133,0.5952
115.286,0.3880,0.1171,0.9176,0.4999,0.7732,0.9133,0.6295
115.322,0.3798,0.1171,0.9430,0.4999,0.7986,0.9133,0.6550
115.380,0.3798,0.1171,0.9848,0.4999,0.8405,0.9133,0.6970
115.427,0.3798,0.4999,0.8748,0.9133,0.7313,0.1854,0.5875
115.489,0.3798,0.4999,0.9195,0.9133,0.7760,0.1854,0.6323
115.536,0.3798,0.4999,0.9532,0.9133,0.8098,0.1854,0.6662
115.590,0.3908,0.4999,0.9918,0.9133,0.8485,0.1854,0.7049
115.629,0.4106,0.9133,0.8772,0.1854,0.7336,0.0676,0.5784
115.676,0.4341,0.9133,0.9111,0.1854,0.7675,0.0676,0.6124
115.723,0.4574,0.9133,0.9448,0.1854,0.8013,0.0676,0.6463
115.769,0.4574,0.9133,0.9779,0.1854,0.8345,0.0676,0.6795
115.831,0.4574,0.1854,0.8794,0.0676,0.7245,0.7089,0.5688
115.895,0.4892,0.1854,0.9254,0.0676,0.7705,0.7089,0.6149
115.941,0.4892,0.1854,0.9587,0.0676,0.8039,0.7089,0.6484
116.002,0.4892,0.1854,1.0034,0.0676,0.8487,0.7089,0.6932
116.049,0.4892,0.0676,0.8824,0.7089,0.7270,0.6386,0.5919
116.110,0.4892,0.0676,0.9266,0.7089,0.7712,0.6386,0.6362
116.159,0.4892,0.0676,0.9617,0.7089,0.8064,0.6386,0.6714
116.205,0.4892,0.0676,0.9950,0.7089,0.8397,0.6386,0.7048
116.250,0.4747,0.7089,0.8725,0.6386,0.7376,0.6152,0.5793
116.313,0.4433,0.7089,0.9181,0.6386,0.7833,0.6152,0.6250
116.359,0.4201,0.7089,0.9518,0.6386,0.8170,0.6152,0.6588
116.406,0.3967,0.7089,0.9856,0.6386,0.8509,0.6152,0.6927
116.468,0.3656,0.6386,0.8961,0.6152,0.7380,0.5854,0.5920
116.532,0.3338,0.6386,0.9423,0.6152,0.7842,0.5854,0.6383
116.596,0.3018,0.6386,0.9888,0.6152,0.8308,0.5854,0.6849
116.656,0.2715,0.6152,0.8749,0.5854,0.7290,0.3368,0.5830
116.704,0.2477,0.6152,0.9094,0.5854,0.7636,0.3368,0.6177
116.750,0.2244,0.6152,0.9434,0.5854,0.7976,0.3368,0.6517
116.797,0.2010,0.6152,0.9773,0.5854,0.8316,0.3368,0.6858
116.844,0.1776,0.6152,1.0114,0.5854,0.8657,0.3368,0.7199
116.891,0.1541,0.5854,0.8999,0.3368,0.7542,0.4985,0.6181
116.938,0.1541,0.5854,0.9341,0.3368,0.7884,0.4985,0.6523
116.984,0.1541,0.5854,0.9678,0.3368,0.8221,0.4985,0.6861
117.046,0.1541,0.5854,1.0128,0.3368,0.8672,0.4985,0.7313
117.093,0.1541,0.3368,0.9016,0.4985,0.7657,0.5188,0.6192
117.140,0.1541,0.3368,0.9362,0.4985,0.8004,0.5188,0.6538
117.187,0.1541,0.3368,0.9703,0.4985,0.8346,0.5188,0.6881
117.234,0.1541,0.3368,1.0046,0.4985,0.8689,0.5188,0.7224
117.297,0.1541,0.4985,0.9147,0.5188,0.7683,0.5566,0.6112
117.344,0.1541,0.4985,0.9489,0.5188,0.8026,0.5566,0.6455
117.391,0.1541,0.4985,0.9837,0.5188,0.8374,0.5566,0.6804
117.452,0.1541,0.5188,0.8819,0.5566,0.7250,0.7360,0.5651
117.500,0.1541,0.5188,0.9169,0.5566,0.7600,0.7360,0.6002
117.561,0.1541,0.5188,0.9615,0.5566,0.8047,0.7360,0.6449
117.608,0.1541,0.5188,0.9956,0.5566,0.8389,0.7360,0.6792
117.654,0.1541,0.5566,0.8729,0.7360,0.7132,0.6949,0.5645
117.702,0.1541,0.5566,0.9078,0.7360,0.7482,0.6949,0.5995
117.749,0.1541,0.5566,0.9421,0.7360,0.7826,0.6949,0.6340
117.810,0.1541,0.5566,0.9867,0.7360,0.8272,0.6949,0.6787
117.858,0.1541,0.7360,0.8624,0.6949,0.7140,0.2875,0.5664
117.905,0.1777,0.7360,0.8970,0.6949,0.7486,0.2875,0.6011
117.952,0.2013,0.7360,0.9316,0.6949,0.7832,0.2875,0.6358
118.013,0.2168,0.7360,0.9762,0.6949,0.8279,0.2875,0.6805
118.061,0.2168,0.7360,1.0112,0.6949,0.8630,0.2875,0.7156
118.108,0.2168,0.6949,0.8975,0.2875,0.7502,0.6991,0.6011
118.156,0.2168,0.6949,0.9332,0.2875,0.7859,0.6991,0.6369
118.203,0.2168,0.6949,0.9677,0.2875,0.8205,0.6991,0.6715
118.250,0.2402,0.6949,1.0019,0.2875,0.8548,0.6991,0.7059
118.312,0.2564,0.2875,0.9002,0.6991,0.7514,0.8508,0.5917
118.373,0.2337,0.6991,0.7967,0.8508,0.6371,0.9391,0.4890
118.436,0.2022,0.6991,0.8432,0.8508,0.6836,0.9391,0.5356
118.484,0.1785,0.6991,0.8781,0.8508,0.7186,0.9391,0.5706
118.530,0.1553,0.6991,0.9123,0.8508,0.7528,0.9391,0.6049
118.576,0.1322,0.6991,0.9462,0.8508,0.7868,0.9391,0.6389
118.622,0.1172,0.6991,0.9803,0.8508,0.8210,0.9391,0.6731
118.669,0.1253,0.6991,1.0142,0.8508,0.8549,0.9391,0.7071
118.715,0.1487,0.8508,0.8895,0.9391,0.7417,0.4846,0.5926
118.777,0.1794,0.8508,0.9348,0.9391,0.7871,0.4846,0.6381
118.841,0.1877,0.8508,0.9819,0.9391,0.8343,0.4846,0.6853
118.887,0.1877,0.8508,1.0162,0.9391,0.8686,0.4846,0.7196
118.934,0.1958,0.9391,0.9030,0.4846,0.7541,0.6220,0.6158
118.980,0.2039,0.9391,0.9369,0.4846,0.7880,0.6220,0.6498
119.028,0.2039,0.9391,0.9725,0.4846,0.8237,0.6220,0.6855
119.073,0.2039,0.9391,1.0062,0.4846,0.8574,0.6220,0.7193
119.136,0.2039,0.4846,0.9039,0.6220,0.7659,0.4530,0.6146
119.199,0.2039,0.4846,0.9502,0.6220,0.8123,0.4530,0.6611
119.261,0.2039,0.4846,0.9961,0.6220,0.8581,0.4530,0.7070
119.308,0.2039,0.6220,0.8926,0.4530,0.7416,0.8796,0.5931
119.354,0.2039,0.6220,0.9272,0.4530,0.7761,0.8796,0.6277
119.401,0.2039,0.6220,0.9619,0.4530,0.8109,0.8796,0.6625
119.462,0.1736,0.6220,1.0068,0.4530,0.8558,0.8796,0.7075
119.508,0.1502,0.4530,0.8905,0.8796,0.7422,0.4681,0.5832
119.555,0.1502,0.4530,0.9253,0.8796,0.7770,0.4681,0.6181
119.602,0.1502,0.4530,0.9602,0.8796,0.8119,0.4681,0.6531
119.665,0.1502,0.4530,1.0066,0.8796,0.8585,0.4681,0.6997
119.728,0.1502,0.8796,0.9050,0.4681,0.7462,0.4077,0.6071
119.776,0.1502,0.8796,0.9406,0.4681,0.7819,0.4077,0.6428
119.839,0.1502,0.8796,0.9875,0.4681,0.8288,0.4077,0.6898
119.887,0.1502,0.4681,0.8650,0.4077,0.7260,0.3506,0.5640
119.949,0.1502,0.4681,0.9108,0.4077,0.7718,0.3506,0.6099
119.996,0.1502,0.4681,0.9460,0.4077,0.8071,0.3506,0.6453
120.058,0.1194,0.4681,0.9919,0.4077,0.8530,0.3506,0.6912
120.104,0.0961,0.4077,0.8877,0.3506,0.7259,0.2089,0.5763
120.153,0.0961,0.4077,0.9237,0.3506,0.7620,0.2089,0.6124
120.200,0.0880,0.4077,0.9586,0.3506,0.7970,0.2089,0.6475
120.246,0.0648,0.4077,0.9932,0.3506,0.8316,0.2089,0.6821
120.309,0.0500,0.3506,0.8782,0.2089,0.7288,0.2586,0.5797
120.356,0.0500,0.3506,0.9136,0.2089,0.7643,0.2586,0.6152
120.402,0.0500,0.3506,0.9478,0.2089,0.7985,0.2586,0.6495
120.465,0.0500,0.3506,0.9944,0.2089,0.8452,0.2586,0.6962
120.526,0.0500,0.2089,0.8912,0.2586,0.7423,0.5193,0.5791
120.575,0.0500,0.2089,0.9273,0.2586,0.7785,0.5193,0.6154
120.621,0.0500,0.2089,0.9617,0.2586,0.8129,0.5193,0.6499
120.668,0.0500,0.2089,0.9969,0.2586,0.8482,0.5193,0.6852
120.715,0.0500,0.2586,0.8832,0.5193,0.7203,0.8406,0.5782
120.762,0.0500,0.2586,0.9185,0.5193,0.7557,0.8406,0.6136
120.824,0.0500,0.2586,0.9650,0.5193,0.8022,0.8406,0.6602
120.886,0.0500,0.2586,1.0115,0.5193,0.8488,0.8406,0.7068
120.949,0.0812,0.5193,0.8956,0.8406,0.7537,0.1941,0.5909
120.995,0.1046,0.5193,0.9305,0.8406,0.7887,0.1941,0.6259
121.042,0.1278,0.5193,0.9653,0.8406,0.8235,0.1941,0.6608
121.102,0.1580,0.5193,1.0106,0.8406,0.8689,0.1941,0.7062
121.150,0.1816,0.8406,0.9042,0.1941,0.7416,0.4325,0.5899
121.196,0.2051,0.8406,0.9394,0.1941,0.7769,0.4325,0.6252
121.243,0.2286,0.8406,0.9746,0.1941,0.8121,0.4325,0.6605
121.290,0.2519,0.8406,1.0097,0.1941,0.8472,0.4325,0.6956
121.337,0.2753,0.1941,0.8822,0.4325,0.7307,0.3532,0.5793
121.385,0.2995,0.1941,0.9186,0.4325,0.7671,0.3532,0.6158
121.433,0.3231,0.1941,0.9541,0.4325,0.8026,0.3532,0.6514
121.495,0.3541,0.1941,1.0007,0.4325,0.8493,0.3532,0.6981
121.542,0.3779,0.4325,0.8850,0.3532,0.7339,0.1597,0.5927
121.589,0.4014,0.3532,0.7693,0.1597,0.6282,0.2360,0.4647
121.636,0.4169,0.3532,0.8049,0.1597,0.6638,0.2360,0.5004
121.684,0.4169,0.3532,0.8407,0.1597,0.6997,0.2360,0.5363
121.747,0.4169,0.3532,0.8879,0.1597,0.7469,0.2360,0.5836
0.041,0.5000,-1,-1,-1,-1,-1,-1
0.088,0.5000,-1,-1,-1,-1,-1,-1
0.134,0.5000,-1,-1,-1,-1,-1,-1
0.180,0.5000,-1,-1,-1,-1,-1,-1
0.227,0.5000,-1,-1,-1,-1,-1,-1
0.289,0.5000,-1,-1,-1,-1,-1,-1
0.337,0.5000,-1,-1,-1,-1,-1,-1
0.383,0.5000,-1,-1,-1,-1,-1,-1
0.444,0.5000,-1,-1,-1,-1,-1,-1
0.491,0.5000,-1,-1,-1,-1,-1,-1
0.538,0.5000,-1,-1,-1,-1,-1,-1
0.584,0.5000,-1,-1,-1,-1,-1,-1
0.632,0.5000,-1,-1,-1,-1,-1,-1
0.693,0.5000,-1,-1,-1,-1,-1,-1
0.739,0.5000,-1,-1,-1,-1,-1,-1
0.786,0.5000,-1,-1,-1,-1,-1,-1
0.833,0.5000,-1,-1,-1,-1,-1,-1
0.880,0.5000,-1,-1,-1,-1,-1,-1
0.927,0.5000,-1,-1,-1,-1,-1,-1
0.988,0.5000,0.5981,-0.0140,-1,-1,-1,-1
1.050,0.5310,0.5981,-0.0044,-1,-1,-1,-1
1.099,0.5393,0.5981,0.0032,-1,-1,-1,-1
1.161,0.5549,0.5981,0.0128,-1,-1,-1,-1
1.208,0.5549,0.5981,0.0201,-1,-1,-1,-1
1.272,0.5549,0.5981,0.0300,-1,-1,-1,-1
1.321,0.5549,0.5981,0.0375,-1,-1,-1,-1
1.367,0.5549,0.5981,0.0447,-1,-1,-1,-1
1.428,0.5699,0.5981,0.0542,-1,-1,-1,-1
1.477,0.5699,0.5981,0.0618,-1,-1,-1,-1
1.523,0.5699,0.5981,0.0688,-1,-1,-1,-1
1.585,0.5699,0.5981,0.0785,-1,-1,-1,-1
1.647,0.5850,0.5981,0.0881,-1,-1,-1,-1
1.709,0.5850,0.5981,0.0978,-1,-1,-1,-1
1.756,0.5850,0.5981,0.1050,-1,-1,-1,-1
1.803,0.5850,0.5981,0.1123,-1,-1,-1,-1
1.850,0.6005,0.5981,0.1196,-1,-1,-1,-1
1.895,0.6005,0.5981,0.1266,-1,-1,-1,-1
1.958,0.6005,0.5981,0.1364,0.7236,-0.0139,-1,-1
2.005,0.5770,0.5981,0.1436,0.7236,-0.0064,-1,-1
2.067,0.5461,0.5981,0.1532,0.7236,0.0035,-1,-1
2.114,0.5226,0.5981,0.1605,0.7236,0.0110,-1,-1
2.161,0.4990,0.5981,0.1678,0.7236,0.0186,-1,-1
2.224,0.4676,0.5981,0.1775,0.7236,0.0286,-1,-1
2.272,0.4438,0.5981,0.1849,0.7236,0.0362,-1,-1
2.319,0.4204,0.5981,0.1922,0.7236,0.0437,-1,-1
2.366,0.3967,0.5981,0.1995,0.7236,0.0513,-1,-1
2.414,0.3729,0.5981,0.2069,0.7236,0.0589,-1,-1
2.461,0.3490,0.5981,0.2143,0.7236,0.0665,-1,-1
2.508,0.3258,0.5981,0.2215,0.7236,0.0739,-1,-1
