t,player_x,obs1_x,obs1_y,obs2_x,obs2_y,obs3_x,obs3_y
21.737,0.1970,0.4864,0.9042,0.7824,0.7589,0.7514,0.6119
21.784,0.1970,0.4864,0.9155,0.7824,0.7703,0.7514,0.6234
21.830,0.1970,0.4864,0.9265,0.7824,0.7815,0.7514,0.6347
21.877,0.1970,0.4864,0.9378,0.7824,0.7929,0.7514,0.6463
21.939,0.1970,0.4864,0.9527,0.7824,0.8080,0.7514,0.6616
21.988,0.1970,0.4864,0.9643,0.7824,0.8198,0.7514,0.6735
22.050,0.1970,0.4864,0.9793,0.7824,0.8350,0.7514,0.6889
22.097,0.1970,0.4864,0.9905,0.7824,0.8463,0.7514,0.7004
22.143,0.1970,0.4864,1.0016,0.7824,0.8576,0.7514,0.7118
22.190,0.2122,0.4864,1.0128,0.7824,0.8689,0.7514,0.7233
22.237,0.2122,0.7824,0.8804,0.7514,0.7349,0.7740,0.5924
22.299,0.2122,0.7824,0.8953,0.7514,0.7500,0.7740,0.6077
22.361,0.2122,0.7824,0.9105,0.7514,0.7654,0.7740,0.6233
22.408,0.2122,0.7824,0.9217,0.7514,0.7768,0.7740,0.6348
22.454,0.2122,0.7824,0.9331,0.7514,0.7883,0.7740,0.6465
22.501,0.2122,0.7824,0.9445,0.7514,0.7998,0.7740,0.6581
22.547,0.2122,0.7824,0.9557,0.7514,0.8112,0.7740,0.6697
22.595,0.2122,0.7824,0.9673,0.7514,0.8229,0.7740,0.6815
22.643,0.2122,0.7824,0.9789,0.7514,0.8347,0.7740,0.6935
22.704,0.2122,0.7824,0.9937,0.7514,0.8497,0.7740,0.7086
22.750,0.2122,0.7824,1.0049,0.7514,0.8610,0.7740,0.7201
22.797,0.2122,0.7824,1.0162,0.7514,0.8725,0.7740,0.7318
22.844,0.2039,0.7514,0.8842,0.7740,0.7436,0.0664,0.6030
22.892,0.1802,0.7514,0.8959,0.7740,0.7554,0.0664,0.6149
22.939,0.1564,0.7514,0.9076,0.7740,0.7673,0.0664,0.6269
22.987,0.1325,0.7514,0.9193,0.7740,0.7792,0.0664,0.6389
23.035,0.1087,0.7514,0.9311,0.7740,0.7911,0.0664,0.6510
23.096,0.0782,0.7514,0.9461,0.7740,0.8062,0.0664,0.6663
23.142,0.0553,0.7514,0.9573,0.7740,0.8176,0.0664,0.6779
23.189,0.0500,0.7514,0.9691,0.7740,0.8296,0.0664,0.6899
23.250,0.0500,0.7514,0.9840,0.7740,0.8447,0.0664,0.7052
23.296,0.0500,0.7514,0.9954,0.7740,0.8562,0.0664,0.7169
23.358,0.0500,0.7514,1.0106,0.7740,0.8716,0.0664,0.7324
23.405,0.0500,0.7740,0.8832,0.0664,0.7442,0.1012,0.5983
23.467,0.0813,0.7740,0.8987,0.0664,0.7599,0.1012,0.6143
23.514,0.1047,0.7740,0.9104,0.0664,0.7717,0.1012,0.6262
23.561,0.1282,0.7740,0.9221,0.0664,0.7836,0.1012,0.6382
23.608,0.1519,0.7740,0.9339,0.0664,0.7955,0.1012,0.6503
23.670,0.1519,0.7740,0.9493,0.0664,0.8111,0.1012,0.6661
23.717,0.1519,0.7740,0.9610,0.0664,0.8230,0.1012,0.6781
23.779,0.1519,0.7740,0.9763,0.0664,0.8384,0.1012,0.6938
23.826,0.1519,0.7740,0.9881,0.0664,0.8504,0.1012,0.7058
23.872,0.1519,0.7740,0.9997,0.0664,0.8621,0.1012,0.7177
23.920,0.1436,0.7740,1.0116,0.0664,0.8742,0.1012,0.7299
23.966,0.1368,0.0664,0.8858,0.1012,0.7417,0.1976,0.5968
24.027,0.1671,0.0664,0.9010,0.1012,0.7571,0.1976,0.6125
24.089,0.1980,0.0664,0.9166,0.1012,0.7729,0.1976,0.6284
24.136,0.2216,0.0664,0.9285,0.1012,0.7849,0.1976,0.6406
24.184,0.2216,0.0664,0.9406,0.1012,0.7971,0.1976,0.6530
24.230,0.2216,0.0664,0.9522,0.1012,0.8089,0.1976,0.6649
24.277,0.2216,0.0664,0.9641,0.1012,0.8210,0.1976,0.6771
24.338,0.2216,0.0664,0.9795,0.1012,0.8365,0.1976,0.6928
24.386,0.2216,0.0664,0.9915,0.1012,0.8487,0.1976,0.7051
24.449,0.2216,0.0664,1.0074,0.1012,0.8647,0.1976,0.7213
24.495,0.2216,0.1012,0.8765,0.1976,0.7332,0.5571,0.5947
24.541,0.2216,0.1012,0.8883,0.1976,0.7452,0.5571,0.6068
24.588,0.2216,0.1012,0.9003,0.1976,0.7573,0.5571,0.6190
24.650,0.2216,0.1012,0.9161,0.1976,0.7733,0.5571,0.6352
24.711,0.2216,0.1012,0.9317,0.1976,0.7891,0.5571,0.6512
24.757,0.2216,0.1012,0.9434,0.1976,0.8010,0.5571,0.6632
24.805,0.2216,0.1012,0.9555,0.1976,0.8131,0.5571,0.6755
24.866,0.2216,0.1012,0.9712,0.1976,0.8290,0.5571,0.6916
24.913,0.2216,0.1012,0.9831,0.1976,0.8411,0.5571,0.7038
24.974,0.2216,0.1012,0.9986,0.1976,0.8568,0.5571,0.7196
25.021,0.2216,0.1012,1.0106,0.1976,0.8689,0.5571,0.7318
25.068,0.2216,0.1976,0.8810,0.5571,0.7441,0.5504,0.6043
25.130,0.2216,0.1976,0.8971,0.5571,0.7603,0.5504,0.6207
25.177,0.2216,0.1976,0.9092,0.5571,0.7726,0.5504,0.6331
0.051,0.5000,-1,-1,-1,-1,-1,-1
0.101,0.5000,-1,-1,-1,-1,-1,-1
0.147,0.5000,-1,-1,-1,-1,-1,-1
0.193,0.5000,-1,-1,-1,-1,-1,-1
0.256,0.5000,-1,-1,-1,-1,-1,-1
0.317,0.5000,-1,-1,-1,-1,-1,-1
0.380,0.5000,-1,-1,-1,-1,-1,-1
0.442,0.5000,-1,-1,-1,-1,-1,-1
0.491,0.5000,-1,-1,-1,-1,-1,-1
0.537,0.5000,-1,-1,-1,-1,-1,-1
0.583,0.5000,-1,-1,-1,-1,-1,-1
0.632,0.5000,-1,-1,-1,-1,-1,-1
0.679,0.5000,-1,-1,-1,-1,-1,-1
0.742,0.5000,-1,-1,-1,-1,-1,-1
0.790,0.5000,-1,-1,-1,-1,-1,-1
0.853,0.5000,-1,-1,-1,-1,-1,-1
0.899,0.5000,-1,-1,-1,-1,-1,-1
0.945,0.5000,-1,-1,-1,-1,-1,-1
0.992,0.5000,0.8984,-0.0162,-1,-1,-1,-1
1.054,0.5311,0.8984,-0.0066,-1,-1,-1,-1
1.100,0.5544,0.8984,0.0006,-1,-1,-1,-1
1.148,0.5544,0.8984,0.0080,-1,-1,-1,-1
1.195,0.5699,0.8984,0.0153,-1,-1,-1,-1
1.243,0.5699,0.8984,0.0226,-1,-1,-1,-1
1.305,0.5699,0.8984,0.0324,-1,-1,-1,-1
1.352,0.5699,0.8984,0.0395,-1,-1,-1,-1
1.400,0.5780,0.8984,0.0471,-1,-1,-1,-1
1.446,0.5780,0.8984,0.0541,-1,-1,-1,-1
1.492,0.5861,0.8984,0.0612,-1,-1,-1,-1
1.539,0.5861,0.8984,0.0685,-1,-1,-1,-1
1.585,0.5861,0.8984,0.0758,-1,-1,-1,-1
1.648,0.6018,0.8984,0.0854,-1,-1,-1,-1
1.710,0.6018,0.8984,0.0950,-1,-1,-1,-1
1.759,0.6018,0.8984,0.1026,-1,-1,-1,-1
1.806,0.6171,0.8984,0.1099,-1,-1,-1,-1
1.852,0.6171,0.8984,0.1171,-1,-1,-1,-1
1.898,0.6171,0.8984,0.1242,-1,-1,-1,-1
1.944,0.6171,0.8984,0.1314,-1,-1,-1,-1
1.990,0.6022,0.8984,0.1385,0.2103,-0.0114,-1,-1
2.052,0.5712,0.8984,0.1481,0.2103,-0.0015,-1,-1
2.115,0.5400,0.8984,0.1578,0.2103,0.0085,-1,-1
2.162,0.5164,0.8984,0.1651,0.2103,0.0161,-1,-1
2.208,0.4931,0.8984,0.1723,0.2103,0.0235,-1,-1
2.257,0.4688,0.8984,0.1799,0.2103,0.0313,-1,-1
2.304,0.4454,0.8984,0.1871,0.2103,0.0387,-1,-1
2.350,0.4221,0.8984,0.1943,0.2103,0.0462,-1,-1
2.414,0.3906,0.8984,0.2041,0.2103,0.0563,-1,-1
2.459,0.3676,0.8984,0.2112,0.2103,0.0636,-1,-1
2.506,0.3444,0.8984,0.2184,0.2103,0.0710,-1,-1
2.554,0.3206,0.8984,0.2258,0.2103,0.0786,-1,-1
2.600,0.2972,0.8984,0.2330,0.2103,0.0861,-1,-1
2.648,0.2734,0.8984,0.2404,0.2103,0.0937,-1,-1
2.693,0.2507,0.8984,0.2474,0.2103,0.1010,-1,-1
2.741,0.2270,0.8984,0.2548,0.2103,0.1085,-1,-1
2.787,0.2039,0.8984,0.2619,0.2103,0.1159,-1,-1
2.833,0.1808,0.8984,0.2691,0.2103,0.1233,-1,-1
2.882,0.1562,0.8984,0.2767,0.2103,0.1312,-1,-1
2.929,0.1329,0.8984,0.2839,0.2103,0.1386,0.4622,-0.0138
2.992,0.1644,0.8984,0.2937,0.2103,0.1487,0.4622,-0.0034
3.039,0.1879,0.8984,0.3010,0.2103,0.1562,0.4622,0.0044
3.101,0.2191,0.8984,0.3106,0.2103,0.1661,0.4622,0.0146
3.149,0.2429,0.8984,0.3180,0.2103,0.1738,0.4622,0.0225
3.196,0.2663,0.8984,0.3253,0.2103,0.1812,0.4622,0.0302
3.242,0.2897,0.8984,0.3325,0.2103,0.1887,0.4622,0.0379
3.291,0.3141,0.8984,0.3401,0.2103,0.1965,0.4622,0.0459
3.338,0.3373,0.8984,0.3473,0.2103,0.2039,0.4622,0.0536
3.384,0.3605,0.8984,0.3545,0.2103,0.2113,0.4622,0.0612
3.432,0.3845,0.8984,0.3619,0.2103,0.2190,0.4622,0.0691
3.493,0.4149,0.8984,0.3713,0.2103,0.2287,0.4622,0.0791
3.540,0.4387,0.8984,0.3787,0.2103,0.2363,0.4622,0.0869
3.586,0.4616,0.8984,0.3858,0.2103,0.2437,0.4622,0.0945
3.634,0.4853,0.8984,0.3931,0.2103,0.2512,0.4622,0.1023
3.683,0.5098,0.8984,0.4007,0.2103,0.2591,0.4622,0.1104
3.732,0.5343,0.8984,0.4083,0.2103,0.2669,0.4622,0.1184
3.793,0.5649,0.8984,0.4178,0.2103,0.2767,0.4622,0.1285
3.839,0.5881,0.8984,0.4250,0.2103,0.2841,0.4622,0.1361
3.887,0.6120,0.8984,0.4324,0.2103,0.2917,0.4622,0.1440
3.949,0.6429,0.8984,0.4420,0.2103,0.3016,0.4622,0.1542
3.995,0.6659,0.8984,0.4491,0.2103,0.3090,0.4622,0.1618
4.055,0.6961,0.8984,0.4585,0.2103,0.3186,0.4622,0.1717
4.118,0.7119,0.8984,0.4682,0.2103,0.3286,0.4622,0.1820
4.167,0.7200,0.8984,0.4758,0.2103,0.3364,0.4622,0.1901
4.214,0.7357,0.8984,0.4831,0.2103,0.3440,0.4622,0.1979
4.261,0.7357,0.8984,0.4903,0.2103,0.3514,0.4622,0.2055
4.308,0.7357,0.8984,0.4977,0.2103,0.3591,0.4622,0.2134
4.354,0.7438,0.8984,0.5048,0.2103,0.3664,0.4622,0.2209
4.401,0.7519,0.8984,0.5121,0.2103,0.3739,0.4622,0.2286
4.450,0.7600,0.8984,0.5196,0.2103,0.3816,0.4622,0.2367
4.496,0.7600,0.8984,0.5267,0.2103,0.3890,0.4622,0.2442
4.542,0.7751,0.8984,0.5339,0.2103,0.3964,0.4622,0.2519
4.590,0.7751,0.8984,0.5413,0.2103,0.4040,0.4622,0.2597
4.639,0.7751,0.8984,0.5489,0.2103,0.4119,0.4622,0.2678
4.701,0.7908,0.8984,0.5585,0.2103,0.4218,0.4622,0.2780
4.747,0.7908,0.8984,0.5657,0.2103,0.4292,0.4622,0.2856
4.810,0.8061,0.8984,0.5755,0.2103,0.4392,0.4622,0.2960
4.859,0.8061,0.8984,0.5831,0.2103,0.4471,0.4622,0.3041
4.922,0.8061,0.8984,0.5928,0.2103,0.4571,0.4622,0.3144
4.969,0.8142,0.8984,0.6001,0.2103,0.4646,0.4622,0.3222
5.017,0.8142,0.8984,0.6075,0.2103,0.4723,0.4622,0.3300
5.064,0.8298,0.8984,0.6148,0.2103,0.4798,0.4622,0.3378
5.111,0.8298,0.8984,0.6221,0.2103,0.4873,0.4622,0.3455
5.157,0.8298,0.8984,0.6292,0.2103,0.4947,0.4622,0.3531
5.219,0.8298,0.8984,0.6388,0.2103,0.5046,0.4622,0.3633
5.266,0.8379,0.8984,0.6461,0.2103,0.5121,0.4622,0.3710
5.312,0.8379,0.8984,0.6533,0.2103,0.5195,0.4622,0.3787
5.360,0.8461,0.8984,0.6607,0.2103,0.5271,0.4622,0.3865
5.409,0.8461,0.8984,0.6682,0.2103,0.5349,0.4622,0.3945
5.457,0.8461,0.8984,0.6757,0.2103,0.5426,0.4622,0.4025
5.503,0.8611,0.8984,0.6829,0.2103,0.5500,0.4622,0.4101
5.550,0.8611,0.8984,0.6901,0.2103,0.5575,0.4622,0.4178
5.612,0.8611,0.8984,0.6998,0.2103,0.5674,0.4622,0.4281
5.676,0.8611,0.8984,0.7096,0.2103,0.5776,0.4622,0.4385
5.738,0.8611,0.8984,0.7193,0.2103,0.5876,0.4622,0.4488
5.787,0.8611,0.8984,0.7268,0.2103,0.5953,0.4622,0.4568
5.833,0.8611,0.8984,0.7340,0.2103,0.6027,0.4622,0.4645
5.880,0.8611,0.8984,0.7412,0.2103,0.6102,0.4622,0.4721
5.927,0.8611,0.8984,0.7485,0.2103,0.6176,0.4622,0.4798
5.990,0.8611,0.8984,0.7583,0.2103,0.6278,0.4622,0.4903
6.053,0.8611,0.8984,0.7681,0.2103,0.6379,0.4622,0.5007
6.100,0.8611,0.8984,0.7753,0.2103,0.6453,0.4622,0.5083
6.148,0.8611,0.8984,0.7827,0.2103,0.6530,0.4622,0.5162
6.196,0.8611,0.8984,0.7903,0.2103,0.6607,0.4622,0.5242
6.243,0.8611,0.8984,0.7975,0.2103,0.6682,0.4622,0.5319
6.305,0.8611,0.8984,0.8072,0.2103,0.6782,0.4622,0.5422
6.354,0.8611,0.8984,0.8147,0.2103,0.6860,0.4622,0.5502
6.417,0.8611,0.8984,0.8245,0.2103,0.6960,0.4622,0.5606
6.481,0.8611,0.8984,0.8343,0.2103,0.7062,0.4622,0.5710
6.530,0.8611,0.8984,0.8419,0.2103,0.7140,0.4622,0.5791
6.576,0.8611,0.8984,0.8491,0.2103,0.7214,0.4622,0.5867
6.624,0.8611,0.8984,0.8566,0.2103,0.7292,0.4622,0.5947
6.670,0.8611,0.8984,0.8637,0.2103,0.7365,0.4622,0.6023
6.718,0.8611,0.8984,0.8710,0.2103,0.7440,0.4622,0.6100
6.767,0.8611,0.8984,0.8786,0.2103,0.7519,0.4622,0.6181
6.814,0.8611,0.8984,0.8860,0.2103,0.7595,0.4622,0.6259
6.863,0.8611,0.8984,0.8935,0.2103,0.7673,0.4622,0.6340
6.909,0.8611,0.8984,0.9007,0.2103,0.7747,0.4622,0.6416
6.956,0.8611,0.8984,0.9079,0.2103,0.7821,0.4622,0.6493
7.004,0.8611,0.8984,0.9155,0.2103,0.7899,0.4622,0.6573
7.053,0.8693,0.2103,0.7977,0.4622,0.6653,0.2282,0.5253
7.100,0.8928,0.2103,0.8052,0.4622,0.6730,0.2282,0.5333
7.148,0.9165,0.2103,0.8128,0.4622,0.6808,0.2282,0.5413
7.195,0.9403,0.2103,0.8204,0.4622,0.6887,0.2282,0.5493
7.242,0.9500,0.2103,0.8279,0.4622,0.6965,0.2282,0.5573
7.306,0.9500,0.2103,0.8381,0.4622,0.7069,0.2282,0.5681
7.370,0.9500,0.2103,0.8483,0.4622,0.7174,0.2282,0.5789
7.416,0.9500,0.2103,0.8557,0.4622,0.7251,0.2282,0.5867
7.478,0.9500,0.2103,0.8656,0.4622,0.7353,0.2282,0.5973
7.525,0.9500,0.2103,0.8731,0.4622,0.7430,0.2282,0.6052
7.572,0.9500,0.2103,0.8807,0.4622,0.7508,0.2282,0.6132
7.619,0.9500,0.2103,0.8881,0.4622,0.7585,0.2282,0.6211
7.681,0.9500,0.2103,0.8980,0.4622,0.7687,0.2282,0.6316
7.727,0.9500,0.2103,0.9054,0.4622,0.7763,0.2282,0.6394
7.774,0.9500,0.2103,0.9128,0.4622,0.7839,0.2282,0.6472
7.821,0.9500,0.2103,0.9204,0.4622,0.7917,0.2282,0.6553
7.868,0.9500,0.2103,0.9278,0.4622,0.7994,0.2282,0.6632
7.930,0.9500,0.2103,0.9378,0.4622,0.8096,0.2282,0.6737
7.978,0.9500,0.2103,0.9454,0.4622,0.8175,0.2282,0.6818
8.023,0.9500,0.2103,0.9527,0.4622,0.8250,0.2282,0.6895
8.072,0.9500,0.2103,0.9605,0.4622,0.8331,0.2282,0.6978
8.118,0.9500,0.2103,0.9679,0.4622,0.8407,0.2282,0.7056
8.167,0.9500,0.2103,0.9757,0.4622,0.8487,0.2282,0.7138
8.214,0.9500,0.2103,0.9832,0.4622,0.8565,0.2282,0.7219
8.277,0.9500,0.2103,0.9933,0.4622,0.8669,0.2282,0.7326
8.341,0.9500,0.2103,1.0035,0.4622,0.8773,0.2282,0.7433
8.389,0.9500,0.2103,1.0111,0.4622,0.8852,0.2282,0.7514
8.450,0.9500,0.4622,0.8952,0.2282,0.7617,0.3085,0.6248
8.496,0.9500,0.4622,0.9028,0.2282,0.7695,0.3085,0.6329
8.557,0.9500,0.4622,0.9129,0.2282,0.7799,0.3085,0.6435
8.603,0.9500,0.4622,0.9205,0.2282,0.7876,0.3085,0.6515
8.652,0.9500,0.4622,0.9285,0.2282,0.7959,0.3085,0.6599
8.699,0.9500,0.4622,0.9363,0.2282,0.8039,0.3085,0.6682
8.747,0.9500,0.4622,0.9441,0.2282,0.8120,0.3085,0.6765
8.794,0.9500,0.4622,0.9518,0.2282,0.8199,0.3085,0.6846
8.857,0.9500,0.4622,0.9622,0.2282,0.8306,0.3085,0.6955
8.906,0.9500,0.4622,0.9703,0.2282,0.8389,0.3085,0.7041
8.952,0.9500,0.4622,0.9779,0.2282,0.8467,0.3085,0.7121
9.001,0.9500,0.4622,0.9859,0.2282,0.8550,0.3085,0.7206
9.049,0.9419,0.4622,0.9939,0.2282,0.8632,0.3085,0.7290
9.111,0.9112,0.4622,1.0040,0.2282,0.8736,0.3085,0.7397
9.157,0.8880,0.4622,1.0117,0.2282,0.8814,0.3085,0.7478
9.206,0.8636,0.2282,0.8897,0.3085,0.7563,0.5130,0.6164
9.268,0.8482,0.2282,0.9002,0.3085,0.7670,0.5130,0.6274
9.331,0.8166,0.2282,0.9109,0.3085,0.7780,0.5130,0.6387
9.377,0.7936,0.2282,0.9187,0.3085,0.7860,0.5130,0.6470
9.424,0.7700,0.2282,0.9266,0.3085,0.7942,0.5130,0.6554
9.471,0.7466,0.2282,0.9346,0.3085,0.8023,0.5130,0.6637
9.534,0.7150,0.2282,0.9452,0.3085,0.8133,0.5130,0.6750
9.582,0.6909,0.2282,0.9534,0.3085,0.8217,0.5130,0.6836
9.646,0.6590,0.2282,0.9642,0.3085,0.8328,0.5130,0.6950
9.693,0.6357,0.2282,0.9721,0.3085,0.8409,0.5130,0.7033
9.739,0.6124,0.2282,0.9800,0.3085,0.8490,0.5130,0.7116
9.802,0.5808,0.2282,0.9907,0.3085,0.8600,0.5130,0.7228
9.850,0.5572,0.2282,0.9987,0.3085,0.8682,0.5130,0.7313
9.912,0.5258,0.2282,1.0093,0.3085,0.8791,0.5130,0.7425
9.976,0.4941,0.3085,0.8901,0.5130,0.7538,0.1430,0.6112
10.024,0.5180,0.3085,0.8984,0.5130,0.7623,0.1430,0.6199
10.072,0.5419,0.3085,0.9067,0.5130,0.7708,0.1430,0.6287
10.135,0.5419,0.3085,0.9177,0.5130,0.7821,0.1430,0.6402
10.182,0.5419,0.3085,0.9260,0.5130,0.7906,0.1430,0.6490
10.229,0.5419,0.3085,0.9340,0.5130,0.7989,0.1430,0.6574
10.290,0.5419,0.3085,0.9447,0.5130,0.8098,0.1430,0.6686
10.337,0.5419,0.3085,0.9530,0.5130,0.8183,0.1430,0.6773
10.384,0.5419,0.3085,0.9610,0.5130,0.8265,0.1430,0.6857
10.431,0.5419,0.3085,0.9692,0.5130,0.8350,0.1430,0.6944
10.477,0.5419,0.3085,0.9772,0.5130,0.8432,0.1430,0.7029
10.524,0.5419,0.3085,0.9854,0.5130,0.8516,0.1430,0.7115
10.588,0.5419,0.3085,0.9965,0.5130,0.8630,0.1430,0.7231
10.637,0.5419,0.3085,1.0050,0.5130,0.8717,0.1430,0.7320
10.684,0.5337,0.3085,1.0131,0.5130,0.8800,0.1430,0.7406
10.730,0.5107,0.5130,0.8882,0.1430,0.7490,0.1925,0.6067
10.793,0.5425,0.5130,0.8995,0.1430,0.7606,0.1925,0.6186
10.841,0.5663,0.5130,0.9081,0.1430,0.7693,0.1925,0.6275
10.887,0.5893,0.5130,0.9163,0.1430,0.7777,0.1925,0.6361
10.934,0.6049,0.5130,0.9247,0.1430,0.7863,0.1925,0.6449
10.995,0.6049,0.5130,0.9356,0.1430,0.7975,0.1925,0.6563
11.044,0.6049,0.5130,0.9442,0.1430,0.8064,0.1925,0.6654
11.092,0.6049,0.5130,0.9529,0.1430,0.8153,0.1925,0.6746
11.155,0.6049,0.5130,0.9640,0.1430,0.8267,0.1925,0.6862
11.202,0.6049,0.5130,0.9725,0.1430,0.8353,0.1925,0.6951
11.250,0.6049,0.5130,0.9810,0.1430,0.8440,0.1925,0.7040
11.299,0.6049,0.5130,0.9897,0.1430,0.8530,0.1925,0.7132
11.345,0.6049,0.5130,0.9980,0.1430,0.8614,0.1925,0.7218
11.393,0.5887,0.5130,1.0066,0.1430,0.8703,0.1925,0.7309
11.440,0.5652,0.5130,1.0150,0.1430,0.8789,0.1925,0.7396
11.487,0.5580,0.1430,0.8875,0.1925,0.7484,0.0503,0.6014
11.548,0.5886,0.1430,0.8986,0.1925,0.7599,0.0503,0.6131
11.595,0.6120,0.1430,0.9072,0.1925,0.7686,0.0503,0.6220
11.641,0.6348,0.1430,0.9155,0.1925,0.7771,0.0503,0.6308
11.686,0.6577,0.1430,0.9239,0.1925,0.7857,0.0503,0.6395
11.734,0.6814,0.1430,0.9326,0.1925,0.7946,0.0503,0.6486
11.783,0.7060,0.1430,0.9416,0.1925,0.8038,0.0503,0.6580
11.831,0.7297,0.1430,0.9502,0.1925,0.8127,0.0503,0.6671
11.877,0.7531,0.1430,0.9588,0.1925,0.8214,0.0503,0.6761
11.938,0.7836,0.1430,0.9699,0.1925,0.8328,0.0503,0.6877
12.001,0.8149,0.1430,0.9814,0.1925,0.8445,0.0503,0.6997
12.063,0.8460,0.1430,0.9927,0.1925,0.8562,0.0503,0.7116
12.109,0.8689,0.1430,1.0011,0.1925,0.8647,0.0503,0.7204
12.172,0.8770,0.1430,1.0127,0.1925,0.8766,0.0503,0.7325
12.219,0.8770,0.1925,0.8853,0.0503,0.7414,0.5584,0.5951
12.282,0.8454,0.1925,0.8972,0.0503,0.7535,0.5584,0.6075
12.345,0.8141,0.1925,0.9089,0.0503,0.7655,0.5584,0.6198
12.392,0.7905,0.1925,0.9177,0.0503,0.7746,0.5584,0.6290
12.455,0.7591,0.1925,0.9294,0.0503,0.7866,0.5584,0.6413
12.502,0.7355,0.1925,0.9383,0.0503,0.7956,0.5584,0.6505
12.549,0.7120,0.1925,0.9471,0.0503,0.8046,0.5584,0.6597
12.595,0.6889,0.1925,0.9557,0.0503,0.8135,0.5584,0.6687
12.643,0.6651,0.1925,0.9646,0.0503,0.8225,0.5584,0.6780
12.705,0.6340,0.1925,0.9763,0.0503,0.8345,0.5584,0.6902
12.751,0.6108,0.1925,0.9850,0.0503,0.8434,0.5584,0.6993
12.799,0.5871,0.1925,0.9938,0.0503,0.8524,0.5584,0.7085
12.845,0.5640,0.1925,1.0025,0.0503,0.8613,0.5584,0.7176
12.891,0.5408,0.1925,1.0111,0.0503,0.8702,0.5584,0.7267
12.939,0.5170,0.0503,0.8792,0.5584,0.7359,0.4774,0.5913
12.985,0.5170,0.0503,0.8881,0.5584,0.7450,0.4774,0.6006
13.032,0.5170,0.0503,0.8971,0.5584,0.7542,0.4774,0.6099
13.081,0.5170,0.0503,0.9065,0.5584,0.7638,0.4774,0.6197
13.143,0.5170,0.0503,0.9183,0.5584,0.7759,0.4774,0.6321
13.192,0.5170,0.0503,0.9278,0.5584,0.7855,0.4774,0.6419
13.242,0.5170,0.0503,0.9372,0.5584,0.7951,0.4774,0.6517
13.290,0.5170,0.0503,0.9464,0.5584,0.8045,0.4774,0.6613
13.336,0.5170,0.0503,0.9552,0.5584,0.8136,0.4774,0.6705
13.384,0.5170,0.0503,0.9644,0.5584,0.8230,0.4774,0.6801
13.446,0.5170,0.0503,0.9764,0.5584,0.8352,0.4774,0.6926
13.493,0.5170,0.0503,0.9852,0.5584,0.8442,0.4774,0.7018
13.557,0.5170,0.0503,0.9975,0.5584,0.8568,0.4774,0.7146
13.603,0.5170,0.0503,1.0064,0.5584,0.8659,0.4774,0.7239
13.666,0.5170,0.0503,1.0184,0.5584,0.8782,0.4774,0.7364
13.715,0.5170,0.5584,0.8877,0.4774,0.7462,0.3984,0.5981
13.764,0.5170,0.5584,0.8972,0.4774,0.7559,0.3984,0.6080
13.811,0.5170,0.5584,0.9064,0.4774,0.7653,0.3984,0.6176
13.857,0.5170,0.5584,0.9155,0.4774,0.7745,0.3984,0.6271
13.921,0.5325,0.4774,0.7872,0.3984,0.6400,0.1522,0.4956
13.970,0.5570,0.4774,0.7970,0.3984,0.6500,0.1522,0.5057
14.017,0.5806,0.4774,0.8064,0.3984,0.6595,0.1522,0.5155
14.063,0.6035,0.4774,0.8155,0.3984,0.6689,0.1522,0.5250
14.109,0.6268,0.4774,0.8248,0.3984,0.6784,0.1522,0.5347
14.158,0.6512,0.4774,0.8346,0.3984,0.6883,0.1522,0.5448
14.219,0.6816,0.4774,0.8467,0.3984,0.7006,0.1522,0.5574
14.265,0.7049,0.4774,0.8560,0.3984,0.7101,0.1522,0.5671
14.312,0.7282,0.4774,0.8653,0.3984,0.7196,0.1522,0.5767
14.359,0.7516,0.4774,0.8746,0.3984,0.7291,0.1522,0.5864
14.422,0.7831,0.4774,0.8872,0.3984,0.7420,0.1522,0.5995
14.471,0.8076,0.4774,0.8970,0.3984,0.7519,0.1522,0.6097
14.517,0.8309,0.4774,0.9063,0.3984,0.7614,0.1522,0.6193
14.565,0.8546,0.4774,0.9157,0.3984,0.7710,0.1522,0.6291
14.611,0.8546,0.4774,0.9250,0.3984,0.7805,0.1522,0.6388
14.658,0.8546,0.4774,0.9344,0.3984,0.7901,0.1522,0.6486
14.705,0.8546,0.4774,0.9437,0.3984,0.7995,0.1522,0.6582
14.767,0.8546,0.4774,0.9560,0.3984,0.8121,0.1522,0.6710
14.814,0.8546,0.4774,0.9654,0.3984,0.8217,0.1522,0.6808
14.861,0.8546,0.4774,0.9748,0.3984,0.8313,0.1522,0.6905
14.907,0.8546,0.4774,0.9840,0.3984,0.8407,0.1522,0.7001
14.953,0.8546,0.4774,0.9933,0.3984,0.8501,0.1522,0.7097
15.016,0.8546,0.4774,1.0058,0.3984,0.8629,0.1522,0.7227
15.063,0.8313,0.4774,1.0151,0.3984,0.8724,0.1522,0.7324
15.109,0.8081,0.3984,0.8818,0.1522,0.7420,0.6561,0.5916
15.155,0.7853,0.3984,0.8911,0.1522,0.7515,0.6561,0.6012
15.218,0.7534,0.3984,0.9041,0.1522,0.7647,0.6561,0.6147
15.265,0.7303,0.3984,0.9135,0.1522,0.7743,0.6561,0.6245
15.310,0.7076,0.3984,0.9227,0.1522,0.7837,0.6561,0.6341
15.359,0.6832,0.3984,0.9327,0.1522,0.7938,0.6561,0.6444
